Date,State_Code,Sex,Race,Hispanic,Age_Group,Disability_Status,Education_Group,Veteran_Status,Employment_Status,Labor_Force_Status,Number_of_Persons
2023-07-01,6,Female,Asian,Non-Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9041.0
2023-07-01,6,Female,Asian,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,25381.0
2023-07-01,6,Female,Black or African American,Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6274.0
2023-07-01,6,Female,Black or African American,Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7995.0
2023-07-01,6,Female,Black or African American,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5771.0
2023-07-01,6,Female,Black or African American,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4645.0
2023-07-01,6,Female,Black or African American,Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4821.0
2023-07-01,6,Female,Black or African American,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5796.0
2023-07-01,6,Female,Black or African American,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15777.0
2023-07-01,6,Female,Black or African American,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4478.0
2023-07-01,6,Female,Black or African American,Non-Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5470.0
2023-07-01,6,Female,White,Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3916.0
2023-07-01,6,Female,White,Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8238.0
2023-07-01,6,Female,White,Hispanic,31-40,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4013.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,24496.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,101235.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,78976.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,52467.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5335.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3522.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,16904.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,21911.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4921.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,61467.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,38177.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,37627.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,24979.0
2023-07-01,6,Male,American Indian or Alaskan Native,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5764.0
2023-07-01,6,Male,American Indian or Alaskan Native,Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5852.0
2023-07-01,6,Male,American Indian or Alaskan Native,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3875.0
2023-07-01,6,Male,"American Indian, Alaskan Native",Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5068.0
2023-07-01,6,Male,"American Indian, Alaskan Native",Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5913.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4507.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4438.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4438.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,14748.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,16316.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6417.0
2023-07-01,6,Male,Black or African American,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5182.0
2023-07-01,6,Male,Black or African American,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10643.0
2023-07-01,6,Male,Black or African American,Non-Hispanic,31-40,No Disability,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,6164.0
2023-07-01,6,Male,Black or African American,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6328.0
2023-07-01,6,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4229.0
2023-07-01,6,Male,Two or More Races,Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5342.0
2023-07-01,6,Male,White,Hispanic,31-40,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4007.0
2023-07-01,6,Male,White,Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,16874.0
2023-07-01,6,Male,White,Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,18887.0
2023-07-01,6,Male,White,Hispanic,31-40,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4721.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10041.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,25432.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,5324.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4709.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,30240.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7264.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8348.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4063.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5059.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,3645.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,19758.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,25983.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,7532.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13204.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4206.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Veteran,Not in labor force,Not In Civilian Labor Force,3861.0
2023-07-01,6,Female,American Indian or Alaskan Native,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,8435.0
2023-07-01,6,Female,Asian,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Unemployed,In Civilian Labor Force,4988.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,13558.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,8600.0
2023-07-01,6,Female,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Unemployed,In Civilian Labor Force,6345.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,Disabled,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,3686.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,16372.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Unemployed,In Civilian Labor Force,4810.0
2023-07-01,6,Female,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,4317.0
2023-07-01,6,Male,American Indian or Alaskan Native,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,4281.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,Disabled,Less than High School,Non-Veteran,Unemployed,In Civilian Labor Force,4734.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,4195.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,8257.0
2023-07-01,6,Male,Asian,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,3083.0
2023-07-01,6,Male,Black or African American,Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,6975.0
2023-07-01,6,Male,Black or African American,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,6766.0
2023-07-01,6,Male,Black or African American,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,7347.0
2023-07-01,6,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,5958.0
2023-07-01,6,Male,Two or More Races,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,4715.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,12132.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,3998.0
2023-07-01,6,Male,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Unemployed,In Civilian Labor Force,7160.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Unemployed,In Civilian Labor Force,4841.0
2023-07-01,6,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,17190.0
2023-07-01,8,Female,American Indian or Alaskan Native,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,8210.0
2023-07-01,8,Female,"American Indian, Alaskan Native",Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,8563.0
2023-07-01,8,Female,"American Indian, Alaskan Native",Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,7189.0
2023-07-01,8,Female,Asian,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,4438.0
2023-07-01,8,Female,Asian,Non-Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,4051.0
2023-07-01,8,Female,Black or African American,Non-Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,11871.0
2023-07-01,8,Female,Native Hawaiian and Other Pacific Islander,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,6328.0
2023-07-01,8,Female,White,Hispanic,31-40,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,4940.0
2023-07-01,8,Female,White,Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,6041.0
2023-07-01,8,Female,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,4830.0
2023-07-01,8,Female,White,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,16614.0
2023-07-01,8,Female,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,3805.0
2023-07-01,8,Female,White,Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3973.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,9492.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3528.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,123301.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,9004.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,18721.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,43810.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,8671.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,58130.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Veteran,Employed,In Civilian Labor Force,3586.0
2023-07-01,8,Male,American Indian or Alaskan Native,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,14107.0
2023-07-01,8,Male,American Indian or Alaskan Native,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,8334.0
2023-07-01,8,Male,American Indian or Alaskan Native,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,6979.0
2023-07-01,8,Male,Asian,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4220.0
2023-07-01,8,Male,Asian,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,7974.0
2023-07-01,8,Male,Asian,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,8228.0
2023-07-01,8,Male,Black or African American,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,21241.0
2023-07-01,8,Male,Black or African American,Non-Hispanic,31-40,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,7802.0
2023-07-01,8,Male,Black or African American,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,14008.0
2023-07-01,8,Male,Two or More Races,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4639.0
2023-07-01,8,Male,White,Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,17992.0
2023-07-01,8,Male,White,Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,4844.0
2023-07-01,8,Male,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,19059.0
2023-07-01,8,Male,White,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,20114.0
2023-07-01,8,Male,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,15086.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4735.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,3826.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,Disabled,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,4338.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,156698.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,8976.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,12626.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,High School,Veteran,Employed,In Civilian Labor Force,9999.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,76767.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,4403.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,28820.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Veteran,Employed,In Civilian Labor Force,3487.0
2023-07-01,8,Female,Asian,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7473.0
2023-07-01,8,Female,White,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3296.0
2023-07-01,8,Female,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7549.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4430.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,4355.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,42305.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4041.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8663.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7806.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,25188.0
2023-07-01,8,Male,"American Indian, Alaskan Native",Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6609.0
2023-07-01,8,Male,White,Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3719.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4280.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,5805.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3592.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8778.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4737.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4585.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,14343.0
2023-07-01,8,Female,American Indian or Alaskan Native,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Unemployed,In Civilian Labor Force,7851.0
2023-07-01,8,Female,Asian,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,4277.0
2023-07-01,8,Female,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,4053.0
2023-07-01,8,Male,Asian,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,4230.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,7643.0
2023-07-01,8,Male,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,3950.0
2023-07-01,9,Female,Asian,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,4786.0
2023-07-01,9,Female,Black or African American,Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,12643.0
2023-07-01,9,Female,Black or African American,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,7757.0
2023-07-01,9,Female,Black or African American,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,7607.0
2023-07-01,9,Female,Black or African American,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,6699.0
2023-07-01,9,Female,Black or African American,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,6063.0
2023-07-01,9,Female,White,Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,8890.0
2023-07-01,9,Female,White,Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,4057.0
2023-07-01,9,Female,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,21792.0
2023-07-01,9,Female,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,15500.0
2023-07-01,9,Female,White,Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,8877.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,30678.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,2945.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,9725.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,23160.0
2023-07-01,9,Male,Asian,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,3803.0
2023-07-01,9,Male,Asian,Non-Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,3313.0
2023-07-01,9,Male,Asian,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,7090.0
2023-07-01,9,Male,Asian,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,4296.0
2023-07-01,9,Male,Asian,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,7510.0
2023-07-01,9,Male,Black or African American,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,12875.0
2023-07-01,9,Male,Black or African American,Non-Hispanic,31-40,Disabled,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,10850.0
2023-07-01,9,Male,Black or African American,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,9794.0
2023-07-01,9,Male,White,Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4988.0
2023-07-01,9,Male,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,7874.0
2023-07-01,9,Male,White,Hispanic,31-40,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,8815.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,26536.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,3632.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,16015.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,21651.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,3118.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,19523.0
2023-07-01,9,Female,Asian,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3585.0
2023-07-01,9,Female,Asian,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5197.0
2023-07-01,9,Female,White,Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4428.0
2023-07-01,9,Female,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8010.0
